data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2026-04-06 16:46:51.945109;1492;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Bryon Blankenship;masculino;boleto
2026-04-06 17:06:47.695784;1493;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Scott Catalfamo;masculino;pix
2026-04-06 18:01:50.427264;1494;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Shirley Fortin;feminino;dinheiro
2026-04-06 23:17:51.208576;1495;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Lorenzo Mainolfi;masculino;boleto
2026-04-07 00:59:49.067044;1496;São Paulo;Ana Oliveira;Smartwatch Garmin;Brian Unzicker;masculino;cartão de crédito
2026-04-07 15:31:48.129434;1497;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Jermaine Bullock;masculino;cartão de crédito
2026-04-07 15:42:48.083077;1498;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Dorothy West;feminino;cartão de crédito
2026-04-07 17:37:51.301440;1499;São Paulo;Ana Oliveira;Tablet Apple Ipad;Bernadette Mulqueen;feminino;cartão de crédito
2026-04-07 18:36:51.816882;1500;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Leonard Gann;masculino;dinheiro
2026-04-07 19:00:52.849333;1501;São Paulo;Ana Oliveira;Smartwatch Garmin;David Bullock;masculino;pix
2026-04-07 19:26:49.664359;1502;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Jonathan Mcalpin;masculino;cartão de crédito
2026-04-07 21:42:52.533829;1503;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Albert Magnusson;masculino;dinheiro
2026-04-07 23:13:48.701697;1504;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Louis Mcbee;masculino;boleto
2026-04-08 00:34:53.238134;1505;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Ronald Hambrick;masculino;dinheiro
2026-04-08 20:45:48.464445;1506;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Faith Reed;feminino;pix
2026-04-08 22:20:52.547394;1507;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Antonio Schantz;masculino;dinheiro
2026-04-08 23:29:54.312485;1508;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Mario Kirby;masculino;dinheiro
2026-04-09 15:29:49.359002;1509;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Carolyn Johnson;feminino;pix
2026-04-09 17:48:54.117333;1510;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Jacquline Galow;feminino;pix
2026-04-09 18:05:51.493064;1511;São Paulo;Ana Oliveira;Smartwatch Garmin;Maggie Cash;feminino;pix
2026-04-09 18:12:51.439096;1512;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Jimmie Atkins;masculino;pix
2026-04-09 20:24:52.359458;1513;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Deana Vega;feminino;pix
2026-04-09 21:03:49.175291;1514;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Daniel York;masculino;dinheiro
2026-04-11 00:41:49.141995;1515;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Martha Cisneros;feminino;pix
2026-04-11 01:22:52.023541;1516;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Nancy Mckinnie;feminino;boleto
2026-04-11 14:30:50.399190;1517;São Paulo;Lucas Pereira;Smartwatch Garmin;Leandra Edmiston;feminino;cartão de crédito
2026-04-11 19:26:51.440261;1518;São Paulo;Ana Oliveira;Smartwatch Garmin;Brianne Swanger;feminino;dinheiro
2026-04-11 23:34:52.493276;1519;Florianópolis;Tiago Lima;Tablet Apple Ipad;John Griffey;masculino;cartão de crédito
2026-04-12 17:03:48.601024;1520;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Rueben James;masculino;boleto
2026-04-12 21:00:49.757900;1521;Florianópolis;Tiago Lima;Tablet Apple Ipad;Amanda Furey;feminino;dinheiro
2026-04-12 21:13:51.880963;1522;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Lana Hossack;feminino;boleto
2026-04-12 23:15:54.657123;1523;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Chadwick Parks;masculino;cartão de crédito
2026-04-12 23:23:50.696355;1524;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Keith Daniel;masculino;boleto
2026-04-12 23:33:49.149020;1525;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Jazmin Miller;feminino;dinheiro
2026-04-12 23:48:48.163486;1526;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Michelle Sweet;feminino;pix
2026-04-12 23:50:48.159924;1527;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;David Cohn;masculino;dinheiro
2026-04-13 15:38:49.782183;1528;Florianópolis;Gabriela Santos;Smartwatch Garmin;Julie Mueller;feminino;boleto
2026-04-13 17:57:53.485518;1529;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;James Mulholland;masculino;cartão de crédito
2026-04-13 19:34:47.613712;1530;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Patricia Harding;feminino;boleto
2026-04-13 20:32:54.013717;1531;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Gerald Kelleher;masculino;dinheiro
2026-04-13 23:45:48.819079;1532;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Shawn Williams;masculino;dinheiro
2026-04-14 00:58:47.784438;1533;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Russell John;masculino;boleto
2026-04-14 14:41:51.936022;1534;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Jason Watson;masculino;pix
2026-04-14 14:57:50.544874;1535;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Garnett Martinez;feminino;pix
2026-04-14 15:55:53.539623;1536;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Nathaniel Lothrop;masculino;boleto
2026-04-14 18:04:53.959616;1537;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Shirly Nimmons;feminino;dinheiro
2026-04-14 18:31:52.415154;1538;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;John Michelson;masculino;pix
2026-04-14 19:16:52.721810;1539;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Cecilia Marrow;feminino;cartão de crédito
2026-04-14 20:09:51.810273;1540;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Anthony Earls;masculino;boleto
2026-04-14 21:43:53.454879;1541;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Julie Truong;feminino;boleto
2026-04-14 22:00:48.812422;1542;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Tina Reck;feminino;pix
2026-04-15 15:47:48.158083;1543;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;David Joyce;masculino;cartão de crédito
2026-04-15 21:14:51.660966;1544;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Tony Mendez;masculino;cartão de crédito
2026-04-15 21:28:48.596345;1545;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Howard Jones;masculino;cartão de crédito
2026-04-16 17:56:47.804201;1546;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Charlie Betts;masculino;dinheiro
2026-04-16 18:12:53.240717;1547;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Ross Cornelius;masculino;cartão de crédito
2026-04-16 18:27:54.921795;1548;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Drew Schubbe;masculino;dinheiro
2026-04-16 18:41:49.662781;1549;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Margaret Henry;feminino;boleto
2026-04-16 19:26:48.126610;1550;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Jennie Coughlin;feminino;boleto
2026-04-16 23:07:52.792786;1551;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Eric Boucher;masculino;pix
2026-04-16 23:12:49.367934;1552;São Paulo;Lucas Pereira;Tablet Apple Ipad;Clinton Jones;masculino;boleto
2026-04-17 15:39:53.464261;1553;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Debbie Pegues;feminino;pix
2026-04-17 17:26:50.799788;1554;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Nicole Richardson;feminino;boleto
2026-04-17 17:44:50.431015;1555;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Eleanor Smith;feminino;cartão de crédito
2026-04-17 20:07:53.156010;1556;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Suzanne Melear;feminino;dinheiro
2026-04-17 20:56:55.121111;1557;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Scott Parise;masculino;boleto
2026-04-18 15:21:48.609201;1558;São Paulo;Lucas Pereira;Tablet Apple Ipad;Merlin Dooley;masculino;pix
2026-04-18 15:27:49.332218;1559;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Tonya Schultz;feminino;dinheiro
2026-04-18 17:20:51.900632;1560;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Alicia Martinelli;feminino;cartão de crédito
2026-04-18 18:10:51.928549;1561;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Luisa Hinton;feminino;pix
2026-04-18 20:16:49.570331;1562;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Charles Tobias;masculino;cartão de crédito
2026-04-18 20:39:52.910620;1563;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Kari Huskey;feminino;pix
2026-04-18 22:24:52.627537;1564;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Hong Myers;masculino;boleto
2026-04-18 22:27:53.959197;1565;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Fannie Little;feminino;pix
2026-04-18 23:38:47.495387;1566;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Sara Zeff;feminino;boleto
2026-04-19 14:40:48.012613;1567;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Mary Humphrey;feminino;boleto
2026-04-19 14:55:47.888523;1568;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Melissa Hudson;feminino;boleto
2026-04-19 15:01:52.850296;1569;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Nick Chandler;masculino;cartão de crédito
2026-04-19 16:16:53.626616;1570;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Lacy Conner;masculino;boleto
2026-04-19 20:19:48.288130;1571;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Ann Adams;feminino;pix
2026-04-19 21:24:48.259539;1572;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;John Maupin;masculino;cartão de crédito
2026-04-20 16:43:52.487876;1573;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Gwendolyn Cornejo;feminino;pix
2026-04-20 16:49:54.719895;1574;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Wendy Jared;feminino;boleto
2026-04-20 18:44:50.336114;1575;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;William Kann;masculino;dinheiro
2026-04-20 18:47:50.264648;1576;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Edwin Kennedy;masculino;pix
2026-04-20 20:37:53.758344;1577;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Margaret Winslow;feminino;boleto
2026-04-20 20:49:54.950149;1578;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Tina Sibbett;feminino;cartão de crédito
2026-04-20 22:22:49.500275;1579;Florianópolis;Tiago Lima;Smartwatch Garmin;Cheryl Cornwell;feminino;pix
2026-04-21 00:36:48.387942;1580;Florianópolis;Tiago Lima;Tablet Apple Ipad;Michael Wolford;masculino;cartão de crédito
2026-04-21 16:17:52.527875;1581;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Roger Abbey;masculino;boleto
2026-04-21 16:54:52.022739;1582;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Delbert Hampton;masculino;dinheiro
2026-04-21 17:34:50.073534;1583;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Yvonne Innis;feminino;boleto
2026-04-21 18:00:53.758161;1584;Florianópolis;Gabriela Santos;Smartwatch Garmin;Mark Martinez;masculino;boleto
2026-04-21 19:38:49.412306;1585;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Brittany Knesek;feminino;cartão de crédito
2026-04-21 19:43:55.367380;1586;Florianópolis;Tiago Lima;Smartwatch Garmin;Donna Alaibilla;feminino;dinheiro
2026-04-21 20:31:50.927950;1587;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Jennifer Archibald;feminino;dinheiro
2026-04-21 20:38:54.258208;1588;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Edwin Hoggan;masculino;cartão de crédito
2026-04-21 23:00:54.074002;1589;São Paulo;Lucas Pereira;Tablet Apple Ipad;David Wright;masculino;boleto
2026-04-22 14:55:50.035705;1590;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Janice Smith;feminino;dinheiro
2026-04-22 15:17:54.727044;1591;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;George Ruben;masculino;pix
2026-04-22 18:46:53.472642;1592;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Nicholas Burris;masculino;dinheiro
2026-04-22 20:04:51.235542;1593;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Kristine Kelly;feminino;boleto
2026-04-22 22:28:47.786189;1594;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Joe Lacy;masculino;cartão de crédito
2026-04-22 23:42:49.659916;1595;São Paulo;Lucas Pereira;Tablet Apple Ipad;Erick Born;masculino;dinheiro
2026-04-23 00:19:48.009030;1596;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Ernest Yanez;masculino;boleto
2026-04-23 00:24:51.483822;1597;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Antonio King;masculino;pix
2026-04-23 14:28:54.579346;1598;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Beverly Warne;feminino;dinheiro
2026-04-23 14:40:55.366451;1599;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Marvin Garcia;masculino;cartão de crédito
2026-04-23 20:19:47.967079;1600;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Lori Coleman;feminino;pix
2026-04-24 16:06:55.084545;1601;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Kenneth Garcia;masculino;cartão de crédito
2026-04-24 17:04:52.110140;1602;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Gerald Stevens;masculino;boleto
2026-04-24 17:59:53.042384;1603;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Esther Wolfe;feminino;boleto
2026-04-24 21:20:51.124790;1604;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Bruce Sherrow;masculino;cartão de crédito
2026-04-25 15:37:49.238959;1605;Florianópolis;Tiago Lima;Tablet Apple Ipad;Dale Henry;masculino;boleto
2026-04-25 16:23:51.237020;1606;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Kacey Vargas;feminino;boleto
2026-04-25 16:25:49.597232;1607;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Brian Woodward;masculino;cartão de crédito
2026-04-25 16:40:51.926061;1608;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Charles Kilmer;masculino;cartão de crédito
2026-04-25 18:25:51.569348;1609;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Anna Brennen;feminino;pix
2026-04-25 19:53:48.082886;1610;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Christopher Baker;masculino;dinheiro
2026-04-25 22:54:55.316906;1611;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Diane Fleetwood;feminino;dinheiro
2026-04-26 20:36:54.158524;1612;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Corey Lachance;masculino;boleto
2026-04-26 22:39:47.613523;1613;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Betty Gonzalez;feminino;pix
2026-04-26 22:47:50.978381;1614;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Robert Stephens;masculino;pix
2026-04-27 15:01:52.475476;1615;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Linda Bonner;feminino;dinheiro
2026-04-27 16:51:49.368209;1616;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Marty Palmour;masculino;dinheiro
2026-04-27 17:30:54.992729;1617;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Jackie Turner;masculino;cartão de crédito
2026-04-27 19:06:53.127218;1618;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Donald Vo;masculino;pix
2026-04-27 20:50:52.951973;1619;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Gene Cox;masculino;boleto
2026-04-28 17:31:49.915412;1620;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Beverly Albert;feminino;dinheiro
2026-04-28 19:59:49.675314;1621;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Mary Creighton;feminino;cartão de crédito
2026-04-28 20:02:51.347603;1622;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Mark Apadoca;masculino;dinheiro
2026-04-28 22:39:48.228603;1623;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Mack Schell;masculino;pix
2026-04-28 23:26:51.395796;1624;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Margaret Stanfield;feminino;dinheiro
2026-04-29 00:06:50.916899;1625;São Paulo;Ana Oliveira;Tablet Apple Ipad;Rafael Hatfield;masculino;cartão de crédito
2026-04-29 00:20:48.046609;1626;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Nathan Moreau;masculino;pix
2026-04-29 01:01:53.902042;1627;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Mattie Ellerbe;feminino;boleto
2026-04-29 16:18:49.756868;1628;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Vera Kauffman;feminino;cartão de crédito
2026-04-29 18:49:49.571864;1629;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;John Faw;masculino;cartão de crédito
2026-04-29 19:50:48.605409;1630;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Bruce Manning;masculino;boleto
2026-04-29 20:44:50.566039;1631;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Delores Greene;feminino;boleto
2026-04-29 21:01:54.939073;1632;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Dorthy Hodge;feminino;dinheiro
2026-04-29 23:43:51.233235;1633;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Esther Vandiver;feminino;boleto
2026-04-30 21:01:49.142743;1634;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Corrina Robinson;feminino;pix
2026-04-30 22:44:55.136083;1635;São Paulo;Ana Oliveira;Smartwatch Garmin;Henry Anderson;masculino;dinheiro
2026-05-01 17:43:49.498889;1636;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Dewey Whitman;masculino;dinheiro
2026-05-02 15:21:49.126338;1637;Florianópolis;Gabriela Santos;Smartwatch Garmin;Beulah Lane;feminino;pix
2026-05-02 15:21:54.082588;1638;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Mark Keith;masculino;pix
2026-05-02 16:00:55.313599;1639;São Paulo;Ana Oliveira;Tablet Apple Ipad;Linda Peterson;feminino;cartão de crédito
2026-05-02 17:51:53.350028;1640;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Jean Valot;feminino;dinheiro
2026-05-02 18:26:49.086508;1641;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Vincent Smith;masculino;dinheiro
2026-05-02 20:43:50.065151;1642;São Paulo;Ana Oliveira;Tablet Apple Ipad;Ernestina Vogel;feminino;pix
2026-05-02 21:37:49.282834;1643;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Nadine Hurst;feminino;cartão de crédito
2026-05-03 00:44:54.160957;1644;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Brian Johnson;masculino;pix
2026-05-03 16:44:49.561968;1645;São Paulo;Ana Oliveira;Smartwatch Garmin;Susan Combest;feminino;dinheiro
2026-05-03 17:41:50.061989;1646;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Perry Rendon;masculino;cartão de crédito
2026-05-03 18:26:48.479761;1647;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Anthony Vincent;masculino;dinheiro
2026-05-03 21:31:48.317534;1648;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Maria Martin;feminino;cartão de crédito
2026-05-03 23:13:47.824717;1649;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Michelle Cochrane;feminino;dinheiro
2026-05-04 00:47:53.148985;1650;São Paulo;Lucas Pereira;Smartwatch Garmin;Ernest Portis;masculino;dinheiro
2026-05-04 01:09:49.763806;1651;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Patrick Rahim;masculino;dinheiro
2026-05-04 15:31:53.776615;1652;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Rhonda Oden;feminino;dinheiro
2026-05-04 19:44:54.213193;1653;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Matilda Hesse;feminino;cartão de crédito
2026-05-04 22:48:55.204989;1654;São Paulo;Ana Oliveira;Tablet Apple Ipad;Toby Malone;masculino;dinheiro
2026-05-04 23:07:52.052057;1655;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;James Ellison;masculino;cartão de crédito
2026-05-04 23:13:50.135983;1656;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Sandra Smith;feminino;pix
2026-05-04 23:48:53.022816;1657;São Paulo;Ana Oliveira;Smartwatch Garmin;Vera Mitchell;feminino;pix
2026-05-05 15:14:49.993204;1658;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Charles Sandvik;masculino;dinheiro
2026-05-05 17:00:54.618500;1659;Florianópolis;Tiago Lima;Smartwatch Garmin;Josefina Paynes;feminino;boleto
2026-05-05 21:28:54.542314;1660;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Ronald Payne;masculino;cartão de crédito
2026-05-05 22:42:50.506060;1661;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Paul Smith;masculino;cartão de crédito
2026-05-05 23:00:55.140253;1662;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Dean Barnes;feminino;pix
2026-05-06 19:10:50.652186;1663;São Paulo;Ana Oliveira;Fone de Ouvido Sony;John Lockwood;masculino;dinheiro
2026-05-06 20:24:52.188934;1664;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;John Ko;masculino;cartão de crédito
2026-05-06 20:26:47.511640;1665;Florianópolis;Tiago Lima;Tablet Apple Ipad;Louise Sonoski;feminino;boleto
2026-05-06 21:25:52.492209;1666;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;John Stephens;masculino;cartão de crédito
2026-05-06 21:39:52.618910;1667;São Paulo;Lucas Pereira;Smartwatch Garmin;John Richardson;masculino;pix
2026-05-06 23:05:49.319438;1668;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Greg Wilhelm;masculino;cartão de crédito
2026-05-07 00:01:47.991900;1669;São Paulo;Lucas Pereira;Tablet Apple Ipad;Carl Ashton;masculino;pix
2026-05-07 01:10:48.537256;1670;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Tricia Renfrow;feminino;pix
2026-05-07 14:43:50.769095;1671;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Elizabeth Pak;feminino;dinheiro
2026-05-07 18:09:54.056346;1672;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Amanda Weaver;feminino;dinheiro
2026-05-07 20:15:54.341490;1673;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Maria Shoemaker;feminino;pix
2026-05-07 21:19:53.612779;1674;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Colleen Sapienza;feminino;cartão de crédito
2026-05-07 22:32:50.771145;1675;Florianópolis;Gabriela Santos;Smartwatch Garmin;Robyn Schulman;feminino;boleto
2026-05-08 16:35:49.692616;1676;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Stanley Simpson;masculino;pix
2026-05-08 18:52:52.362368;1677;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Addie Smith;feminino;dinheiro
2026-05-08 20:03:51.547367;1678;Florianópolis;Gabriela Santos;Smartwatch Garmin;Eleanore Hennessy;feminino;pix
2026-05-09 14:36:51.704975;1679;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Mildred Ayer;feminino;dinheiro
2026-05-09 16:42:50.362710;1680;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Norma Hines;feminino;cartão de crédito
2026-05-09 18:45:50.274834;1681;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Elizabeth Mcmann;feminino;cartão de crédito
2026-05-09 23:35:52.239004;1682;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Marie Bell;feminino;dinheiro
2026-05-10 17:14:55.036784;1683;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;William Pritt;masculino;boleto
2026-05-10 18:37:54.060020;1684;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Lawrence Morvant;masculino;boleto
2026-05-10 19:43:53.099419;1685;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Belinda Fucci;feminino;pix
2026-05-11 00:17:53.625392;1686;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Kimberely Cain;feminino;pix
2026-05-11 16:42:52.262206;1687;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Catherine Gonzalez;feminino;cartão de crédito
2026-05-11 17:35:52.492439;1688;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Samantha Barr;feminino;pix
2026-05-11 18:53:49.644814;1689;São Paulo;Lucas Pereira;Tablet Apple Ipad;Adam Schmidt;masculino;pix
2026-05-11 18:59:47.511335;1690;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;George Frazier;masculino;boleto
2026-05-11 20:11:51.553117;1691;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Daniel Robertson;masculino;dinheiro
2026-05-11 23:54:49.462453;1692;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Betty Rankin;feminino;pix
2026-05-12 00:39:54.497848;1693;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Samatha Reddy;feminino;boleto
2026-05-12 15:40:49.237525;1694;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Emma Ramirez;feminino;pix
2026-05-12 16:56:48.729001;1695;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Scott Sprenger;masculino;cartão de crédito
2026-05-12 17:57:52.033395;1696;São Paulo;Ana Oliveira;Smartwatch Garmin;Regina Drewry;feminino;dinheiro
2026-05-12 18:01:49.781100;1697;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Kelly Judd;masculino;pix
2026-05-12 22:33:51.139285;1698;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Patricia Evans;feminino;dinheiro
2026-05-12 23:22:55.046060;1699;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;David Goldstein;masculino;cartão de crédito
2026-05-13 00:54:54.968235;1700;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Erik Shaver;masculino;dinheiro
2026-05-13 01:01:50.788080;1701;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Esther Sneed;feminino;boleto
